ABN,Charity_Legal_Name,State,Postcode,Charity_Size,Operates_in_VIC,PBI,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
25177147218,CRESWICK AMATEUR THEATRE GROUP INCORPORATED,VIC,3363,,Y,,,Y,,,,,,,,,,,,Y,Y,,,Y,,Y,Y,,,,,,,,,,,,Y,,,,,Y
25188484275,C3 Church Hobsons Bay Inc,VIC,3140,Small,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
25188646275,St Kilda Historical Society Incorporated,VIC,3183,Small,Y,,,Y,,,,,,,,,,,,Y,Y,Y,,,,,Y,,,Y,Y,,,,,,,,,,,,,Y
25191803876,Institute Of Notre Dame Des Missions Inc,VIC,3109,Large,Y,Y,,,,,,,,,,,Y,,,,,Y,,,,,Y,,,,,,,,,,Y,,,,,,,Y
25192379748,Grace Fellowship CRC Churches International Inc.,VIC,3300,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,,,Y,Y,Y,,Y,Y,,Y,,Y
25211772234,Hopetoun And District Pre School,VIC,3396,Small,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
25212873602,Life! Central Services,VIC,3977,Medium,Y,,,,,,,,,,,,Y,,,,,Y,,,,,Y,,,Y,Y,,,,,Y,,,,Y,Y,,,Y
25223996900,Community Living Options Project Inc,VIC,3088,Small,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25244190664,St Joseph's Primary School Collingwood,VIC,3066,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
25246371681,Trinity Close Committee Of Management,VIC,3145,Small,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
25246803799,Ferntree Gully Angliss Hospital Auxiliary,VIC,3156,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
25270869413,Ellerslie Residents Group Inc.,VIC,3265,Small,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,
25274698213,Afghan Australian Development Organisation,VIC,3065,Small,,,,,Y,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,Y
25280938523,Ringwood Rsl Sub-Branch Patriotic Fund,VIC,3000,Medium,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
25286359540,Wodonga Family History Society Incorporated,VIC,3690,Small,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25287360284,Pixel Seed Fund,VIC,3206,Small,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25289625168,Saint Germain Foundation,VIC,3051,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25294896448,Wye River Surf Lifesaving Club,VIC,3234,Small,Y,,,,,,,,,,,,,Y,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,Y
25306780833,Mace Incorporated,VIC,3722,Large,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25308969912,Epping North Pre School Assn,VIC,3076,Medium,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
25317848748,Cornerstone - church of Christ 'Heidelberg West' INC.,VIC,3081,Small,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
25366214713,Mentone Girls Grammar School,VIC,3194,Large,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,Y
25394403069,Engineers Without Borders Foundation,VIC,3051,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,Y
25408534653,Sorrento Rye Presbyterian Church,VIC,3941,Small,Y,,,,,,,,,,,Y,,,,Y,Y,,,Y,Y,Y,,Y,,,,Y,,,,,,,,,,,,
25418550708,Uca Beulah Congregation,VIC,3395,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
25431176621,Goulburn Murray Landcare Network Incorporated (A0103860V),VIC,3630,Medium,Y,,,,,,,Y,,,,,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,Y,,,,,Y
25451235380,Joyful Korean Church Of Christ Inc.,VIC,3152,Small,Y,,,,,,,,,,,Y,,,,Y,,Y,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,Y
25454812059,Crown Resorts Foundation Private Ancillary Fund,VIC,3006,Large,Y,,,Y,Y,Y,,,,Y,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,Y
25457221485,Shepparton Search And Rescue Squad Inc,VIC,3630,Small,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,
25484834083,West Heidelberg Rsl Sub-Branch Inc,VIC,3081,Large,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,
25491798182,Our Redeemers Lutheran Church Warracknabeal,VIC,3393,Small,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,Y,Y,,,,,,,,,,,,,
25492351844,Jubilee Housing Inc,VIC,3128,Medium,Y,Y,,,,,,,,,,,Y,,,Y,Y,Y,,,Y,Y,Y,Y,,,Y,Y,,,Y,Y,Y,Y,,Y,,Y,,Y
25512606795,The Trustee For Doncaster Community Church Of Christ Religious Education In Government Schools Gift Fund,VIC,3108,Small,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25537381300,Alley Katz Australia Org.,VIC,3060,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25546871448,Latrobe Theatre Company Inc,VIC,3840,Small,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25547557243,Covenant Grace Church Geelong Incorporated,VIC,3215,Small,Y,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,
25561052458,St Roberts School Building Fund,VIC,3220,Small,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
25565156296,Change The One Inc,VIC,3006,Small,,Y,,,Y,Y,,,,,,,Y,,,,,Y,Y,Y,,Y,Y,,,,Y,,,,,,,,,,,,,
25575820492,Uca Skipton Street,VIC,3352,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25594069419,St Marks School,VIC,3172,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
25596184713,Creswick & District Senior Citizens Welfare Committee,VIC,3363,Small,,,,,,,,,,,,,Y,,,,Y,,,,,,Y,,,,Y,,,,,,,,Y,,,,,
25599206693,Australian Amputee Golf Association Inc.,VIC,3193,Small,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,
25610945634,The Dialogue Institute of Australia Limited,VIC,3046,Small,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25619386293,Tanti Park Social Enterprises Ltd,VIC,3931,Small,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,Y
25619898672,St Hilda's College Limited,VIC,3052,Large,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
25622547264,Marymede Foundation Limited,VIC,3752,Medium,Y,,,,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
25626129084,Northern Community Careworks Ltd,VIC,3072,Medium,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,Y,,,,,Y,,,,
25627698524,Together Foundation Ltd,VIC,3178,Small,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
25634335130,Just Peoples Ltd,VIC,3182,Small,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
25634473779,BIG LAP 4 PTSD LIMITED,VIC,3885,Small,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25635809853,AUSTRALIAN FRIENDS OF SHEBA MEDICAL CENTER LTD,VIC,3142,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,
25638423194,Colostomy Association Of Victoria Inc.,VIC,3000,Medium,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
25640534934,YUNUS EMRE ENSTITUSU LIMITED,VIC,3173,,Y,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,
25642469289,EBONY ATSI INSTITUTE LTD,VIC,3004,,Y,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
25643751455,TRIBAL EDUCATION AND EMPOWERMENT INDIA LTD.,VIC,3121,,Y,Y,,,,,,,,,,,Y,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,Y
25653005327,Rowville Library Chinese Friendship Group,VIC,3175,Small,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25660264315,"St Mary's Syro - Malabar Mission, Ballarat",VIC,3350,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25668952613,Ensemble Gombert Inc.,VIC,3052,Small,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25686280770,Elmore RSL Sub-Branch Patriotic Fund,VIC,3000,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
25690631145,Offspring Incorporated,VIC,3224,Small,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,Y,,,Y,,Y
25691524910,The Trustee For Herbert Paul Blaich Bequest,VIC,3000,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25694967895,MINEFREEGLENALADALE INC.,VIC,3875,,Y,,,,,,,Y,,,Y,,,,Y,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,
25717084481,Carlton Neighbourhood Learning Centre Inc.,VIC,3054,Medium,Y,,,,Y,,,,,,,,,,,,,,,,Y,,Y,Y,,,,Y,,,,,Y,,,Y,,,,
25722360940,Brimbank Pre School Association Inc,VIC,3020,Large,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
25724291942,St Francis Of Assisi's Education Board Mill Park,VIC,3082,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
25725348150,Anne Sgro Childrens Centre Association Incorporated,VIC,3058,Large,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
25741608900,The Trustee For Royal Melbourne Hospital Neuroscience Foundation,VIC,3052,Large,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25749379796,Murtoa & District Historical Society & Community Museum Inc.,VIC,3390,Small,Y,,,Y,,,,,,,,,,,Y,Y,Y,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,Y,,,,,
25752199789,Australian European University Institute Fellowships Association Inc,VIC,3168,Small,Y,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
25757996361,UPPER BEACONSFIELD RSL SUB-BRANCH PATRIOTIC FUND,VIC,3000,Small,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
25812210249,The Trustee For Trude Weiss Foundation,VIC,3004,Small,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
25815548934,Avoca And District Historical Society Incorporated,VIC,3467,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25837155814,Friends Of Merri Creek Incorporated,VIC,3071,Small,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25846648328,Hawthorn Football Club Foundation,VIC,3170,Large,Y,,,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,Y,,,,,Y
25866281724,Victorian Christian Science Nurses Support Trust,VIC,3146,Small,Y,,,,,Y,,,,,,Y,,,,,Y,,,,,Y,Y,,,,Y,,,,,,,,,,,,,
25869328938,Being Shiva Inc,VIC,3337,Small,,,,,,,,,,,,,Y,,,Y,Y,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y
25875253851,Earthwatch Institute,VIC,3053,Large,Y,,,,,,,Y,,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,,,,,,,
25875338415,Uca - Noble Park Uniting Church St Columba's Congregation Account,VIC,3174,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25931882155,Maldon Baptist Church,VIC,3463,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,
25940163249,Cambodian-Australian Buddhist Temple Association incorporated,VIC,3074,Small,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25977287904,Mighty Warriors Inc,VIC,3072,Small,Y,,,Y,,Y,,,Y,Y,Y,,Y,Y,,,,,Y,,,Y,,,,Y,,Y,,,Y,,,,Y,Y,,Y,Y,
25982498169,Uca - Leitchville Uniting Church,VIC,3567,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
25998838980,Greater Geelong Spiritualist Centre,VIC,3216,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26001273105,Fusion Australia Ltd,VIC,3166,Large,Y,,,,,Y,,,,Y,Y,,Y,,,Y,Y,,,,,,,,,Y,,,,,Y,,Y,,,Y,,,,Y
26004195671,United Aborigines' Mission,VIC,3016,Small,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,
26005466124,Yavneh College Nominees Pty. Ltd.,VIC,3162,Large,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y
26005539024,Our Lady Of The Sacred Heart College Limited,VIC,3204,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y
26005864282,NORMAN BEISCHER MEDICAL RESEARCH FOUNDATION,VIC,3142,Large,Y,,,,,Y,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,
26007190678,St. Margaret's Endowment Fund Limited,VIC,3806,Small,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26014473081,Mount Evelyn Memorial Preschool Inc (IN LIQUIDATION),VIC,3796,Medium,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
26016556589,Guru Nanak Sikh Society Shepparton Inc.,VIC,3630,Small,Y,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,,Y,Y,,,,,,,,Y,,,,,
26032157956,Uca - Burwood,VIC,3146,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26044741609,Cerebral Palsy Support Network Inc,VIC,3058,Large,Y,Y,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,Y,,Y,,,,,Y
26059846829,Retina Australia,VIC,3000,Medium,,Y,,,,Y,,,,,,,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,Y,,,,,,,Y
26062487343,Australian Art Orchestra Limited,VIC,3015,Medium,Y,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26071267359,Australian Industry Standards Ltd,VIC,3205,Large,,,,,Y,,,,,,,,,,Y,Y,,,,,Y,,Y,,Y,,Y,Y,,,,,,,Y,Y,,,,Y
26077365434,Acc International Relief Inc.,VIC,3168,Large,Y,Y,,,,,,,,,,,Y,,,,,,Y,,,Y,,Y,,,,,,,,,,,,,,,Y,
26085287379,Minyip Pre School Centre Inc,VIC,3392,Small,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
26092744968,The Foundation For Young Australians,VIC,3000,Large,Y,,,,,,,,,Y,,,Y,,Y,,Y,Y,,,Y,,,,,Y,,,,,,,,,Y,,,,,Y
26101387878,Crazy Socks 4 Docs Trust Foundation,VIC,3000,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26107198149,Acocet Nominees Pty Ltd,VIC,3138,Small,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
26108413074,Association for Learning Environments Australasia Limited,VIC,3747,Medium,,,,,Y,,,,,,,,,,,Y,Y,,Y,,,,Y,,,Y,Y,,,,,,,,,,,,,Y
26112765927,The Trustee For Selby Scientific Foundation,VIC,3122,Small,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y
26117279857,Australian Psychology Accreditation Council Limited,VIC,3000,Large,,,,,Y,Y,,,,,,,,,Y,Y,Y,,,,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,,Y,,,,,Y
26129135379,Aish Hatorah Limited,VIC,3183,Small,Y,,,,Y,,,,,,,,,,,Y,,,,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
26137533843,Headspace National Youth Mental Health Foundation Ltd,VIC,3000,Large,Y,,,,,Y,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y
26142832285,Sacred Heart After School Care,VIC,3616,Small,Y,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y
26143151544,Homes For Homes Limited,VIC,3000,Large,Y,Y,,,,,,,,,,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,Y,,,,Y,,Y,,,,,,,Y
26147917519,RIDDELLS CREEK NEIGHBOURHOOD HOUSE INC,VIC,3431,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
26148099558,NATIONAL TRUST OF VICTORIA FOUNDATION LIMITED,VIC,3002,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
26156923715,Whittlesea Uniting Church,VIC,3757,Small,Y,,,,,,,,,Y,,,,,,,Y,,Y,,,Y,,,,Y,,,,,,,,,,,,,,
26160537459,Spiritwest Foundation,VIC,3011,Large,Y,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,Y
26161428459,SMILING MIND,VIC,3066,Large,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
26167780642,Football Integration Development Association,VIC,3039,Small,,Y,,,,,,,,,,,,,,Y,,,,,Y,,Y,Y,,,Y,,,,,,Y,,Y,Y,,,,
26170509030,Comdance Inc.,VIC,3144,Large,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26171167219,Men of Malvern Incorporated,VIC,3144,Small,Y,,,,Y,,,,,,,,,,,Y,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,
26176873103,The Trustee For Ray Ahearn Charitable Trust,VIC,3280,Small,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,
26182149809,South Gippsland Citizens Advice Bureau,VIC,3953,Small,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,
26187655239,Pain Research Australia Incorporated,VIC,3181,Small,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26192305028,A Pot of Courage Incorporated,VIC,3350,Small,Y,,,,,,,,,,,,Y,,,,,,,,Y,Y,,Y,,,,Y,,,,,,,,,,Y,,
26194035636,BreakFree Church,VIC,3754,Small,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
26196034117,Monash Law Students' Society Inc,VIC,3800,Medium,Y,,,,Y,,,,,,,,,,,Y,,,,,Y,,Y,,Y,,,Y,,,,,,,,,,,,Y
26198473934,The Trustee For The Calvert-Jones Foundation,VIC,3000,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,
26198770443,P.S. My Family Matters Inc,VIC,3437,Small,Y,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,Y,,,,Y,Y,Y,Y,Y,Y
26204645653,The Trustee For Mary Attenborough Trust,VIC,3000,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26216614488,Shepparton Sikh Association Inc.,VIC,3630,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,
26225970048,Bnei Akiva Australia Inc.,VIC,3161,Medium,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
26233878607,Chilean Pentecostal Evangelical Church Inc,VIC,3175,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,,,,,Y,Y,,,,,,,Y
26234350832,St Pius X Catholic Church West Heidelberg,VIC,3081,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26237128770,Living & Learning Inc,VIC,3810,Medium,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,Y,,Y,,,,,,,,,,,,
26239780877,The Trustee For Snowdome Foundation,VIC,3141,Large,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,
26244055474,Nystagmus Aware Australia,VIC,3222,Small,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
26247686477,St Johns Primary School Frankston East,VIC,3199,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
26248135423,Inter Club Drop-In Centre Inc,VIC,3350,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
26251317740,Biccys Op Shop Supporters Inc,VIC,3186,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26258035405,Our Lady Of The Way Catholic Church Kingsbury,VIC,3083,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26286898356,Central Chinese Baptist Church,VIC,3051,Medium,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,,Y,,,Y,Y,,,,,,,,,,,,,Y
26301240740,Peninsula Speaks Inc.,VIC,3141,Small,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
26314203861,VETRIDE INCORPORATED,VIC,3088,Small,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,
26315053259,The Trustee For Langford Clements Estate,VIC,3000,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26318801524,Crossway Baptist Church Inc.,VIC,3151,Large,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26322021678,First People of the Millewa-Mallee Aboriginal Corporation,VIC,3500,,Y,Y,,Y,,,,,,,,,Y,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,
26340023022,Mount Clear Church Of Christ,VIC,3350,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26340135589,Greek Orthodox Archdiocese Of Australiaparish Of St Andrewforest Hill,VIC,3131,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26343528313,MILL PARK COMMUNITY SERVICES GROUP INC As the operator of a PBI ,VIC,3082,Large,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
26347593708,The Florey Future Fund,VIC,3052,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
26360172538,Anglican Parish Of Cobram,VIC,3644,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,,,,Y,,,,Y,Y
26362940848,St Johns Primary School Thomastown East,VIC,3074,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
26368616141,Save Westernport Incorporated,VIC,3918,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26383033778,"ROMANIAN ORTHODOX CHURCH ""SF. APOSTOL TOMA"" INC.",VIC,3804,,Y,,,,,,,,,,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,
26383582737,Merkos Women Inc.,VIC,3182,Small,Y,,,,,,,,,,,Y,,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,Y
26392148395,Now And Not Yet Community,VIC,3104,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26403323495,Churches Of Christ In Victoria & Tasmania,VIC,3205,Large,Y,,,,,,,,,,,Y,,,Y,,,,,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
26406981245,The Trustee For Werribee District Hospital Charitable Foundation No. 1,VIC,3030,Small,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
26412756615,Mercy Health Property Limited,VIC,3121,Large,Y,Y,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,
26420937485,CUP ADVOCACY INC.,VIC,3757,Small,,,,,,,Y,,Y,,,,,,,Y,Y,Y,,Y,Y,Y,,,,,,Y,,,,,,,Y,,,,,Y
26424383517,North Carlton Railway Station Neighbourhood House Incorporated,VIC,3054,Small,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,,,Y,,Y,,,,,,,,,,,,,,
26428090013,St Kilda Hebrew Congregation Inc,VIC,3182,Large,Y,,,,Y,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
26442011542,THE TRUSTEE FOR WARRNAMBOOL ART GALLERY FOUNDATION,VIC,3280,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
26450652465,Mildura Legacy Club Incorporated,VIC,3500,Small,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
