ABN,Charity_Legal_Name,State,Postcode,Charity_Size,Operates_in_VIC,PBI,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
79396267732,Uniting Church In Australia Parish Of Sunraysia,VIC,3500,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79402364882,International Soeiety For Krishna Consciousness Incorporated,VIC,3206,Large,Y,,,,,,,,,,,Y,,,Y,,,,,,Y,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,
79435984159,Warrina Counselling Inc,VIC,3844,Small,Y,Y,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,Y
79449837519,The Five Percent Foundation,VIC,3182,Small,Y,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
79450431271,Oonah Health and Community Services Aboriginal Corporation,VIC,3777,Large,Y,Y,,Y,Y,Y,,,,,,,Y,,Y,Y,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,Y
79451768872,Johnson-Goodwin Memorial Homes,VIC,3480,Large,Y,Y,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,Y,,Y,,,,,
79459026235,Citizens Radio Emergency Service Teams Victoria Incorporated,VIC,3220,Small,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,Y,
79473084384,The Geelong Association Of Music & Art Incorporated Gama Performing Arts Fun,VIC,3218,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79528207109,Church Of Christ York St Ballarat,VIC,3350,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
79528316632,Comparative ASEAN Animal Law Library Inc,VIC,3066,Small,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79541533698,Camberwell Senior Citizens Centre Incorporated,VIC,3124,Small,Y,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,
79578875531,Philanthropy Australia Ltd,VIC,3000,Large,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
79581209745,Uca - Wanda Street Mulgrave,VIC,3170,Small,Y,,,,,,,,,,,Y,,,,,,,Y,,,,,Y,,,,Y,,,,,,,Y,,,,,
79587379175,Alpine Search And Rescue Victoria Inc,VIC,3122,Small,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79590217561,Christian Emergency Food Centre Inc,VIC,3400,Small,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,Y,Y,Y,,,Y,,,,Y,,Y,,Y,Y,,Y,,Y
79590457332,St Kevin's Catholic Church Ormond,VIC,3163,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79595622600,Karen Baptist Churches Of Australia Incorporated,VIC,3013,Small,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,,,,,,,Y,,,,,Y
79598692618,Sailability Victoria Inc,VIC,3206,Small,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
79603569697,WLT Australia Limited,VIC,3000,Small,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
79607176531,Wooragee Landcare Group Inc,VIC,3747,Small,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,Y,,,,,
79608541818,Reptiles Victoria Incorporated,VIC,3095,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79610174788,McKern Foundation Ltd,VIC,3556,Small,Y,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
79611369549,Partners In Prayer & Evangelism Ltd,VIC,3134,Small,Y,,,,,,,,,,,Y,,,Y,Y,Y,,,,,Y,,,,Y,,,,,,,,,Y,,,,,
79614859424,Thawathinsa Yathra Youth Organisation Ltd,VIC,3796,Small,Y,,,,,,,,,,,Y,,,,Y,Y,,,,,,Y,,,Y,Y,,,,Y,,,,,,,,,Y
79614980988,The Food For Change Foundation Ltd,VIC,3191,Small,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,
79618529598,Heaven's Family Australia Limited,VIC,3160,Small,Y,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,Y,Y,
79621884106,Effective Treatment of Eating Disorders Foundation Limited,VIC,3144,Small,Y,,,,,Y,,,,,,,,,,Y,,,,,,Y,Y,Y,,,,,,,Y,,,,,,,,,Y
79622436579,Happy Brain Education Limited,VIC,3109,Small,,Y,,,Y,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,Y,,Y,,,,,,,,,,,,Y
79623522725,International Christian Embassy Jerusalem Ltd,VIC,3000,Medium,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,
79624120494,Tikki Global Ltd,VIC,3121,Small,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
79624141117,Snowdome Foundation Limited,VIC,3141,Large,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,
79626200137,Multiple Sclerosis Services Limited,VIC,3130,Small,Y,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79629138978,SCILINK LTD,VIC,3850,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79629788183,BENE CIVITAS LTD,VIC,3429,Small,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
79634297804,AUSTRALIS CHRISTIAN COLLEGE LTD.,VIC,3977,,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y
79638060616,VICTORIA HONGKONGERS ASSOCIATION (AUSTRALIA) INC.,VIC,3004,,Y,,,Y,,,,,Y,,,,Y,,,,,,,,Y,,,,,Y,,Y,,,Y,,,,,Y,,,,
79638475908,Finbar Neighbourhood House Inc.,VIC,3121,Small,Y,Y,,,,,,,,Y,,,,,,,Y,,,,,Y,,Y,,Y,,,,,,,,,,Y,,,,
79640352662,St Patricks Parish Primary School Port Fairy,VIC,3284,Large,Y,,,,Y,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y
79640452599,Birrarangga Film Festival Ltd,VIC,3066,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
79645754007,UNCALLED FOUR FOUNDATION LIMITED,VIC,3079,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,Y
79652460440,Inverloch Historical Society Incorporated Registered Number A33738,VIC,3996,Small,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79660420380,Inner West Church,VIC,3031,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79669092256,Science Of Spirituality Sawan Kirpal Ruhani Mission Inc,VIC,3130,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79685451696,The Trustee For Save The Children Australia Trust,VIC,3053,Large,Y,Y,,,,Y,,,Y,Y,,,Y,,Y,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,
79685572964,St George Assyrian Language School,VIC,3073,Small,Y,,,,Y,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,Y
79697096122,Calvary Baptist Church,VIC,3816,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79713579696,Doncaster RSL Sub-Branch Welfare Patriotic Fund,VIC,3000,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
79753036552,Sikh Interfaith Council Of Victoria Inc,VIC,3130,Small,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,Y,,,,,Y
79753229861,Heart Focus Community Church Incorporated,VIC,3844,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,Y,,,Y,,,,Y,Y,Y,,,Y,Y,Y,Y,Y
79760148514,Christ The King Primary School,VIC,3219,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
79785866414,The Greek Orthodox Church Of Oakleigh Sts Anargiri,VIC,3166,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,,,,Y,,,,Y,,,,,,,,,,,,,Y
79788303326,The Mentone Rsl Sub Branch Inc,VIC,3194,Large,Y,,,,,Y,,,,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,
79800190162,Foster Rsl Sub Branch,VIC,3960,Small,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,
79803161901,CK Animal Rescue inc,VIC,3088,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
79805598947,Uca - Loch-Poowong Uniting Church Parish,VIC,3988,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79805679834,Bendigo Youth Choir Inc,VIC,3550,Small,Y,,,Y,,,,,,Y,Y,,Y,,Y,,,Y,,,Y,,,Y,,,,Y,,,,,,,,,,,,Y
79824977901,Sealake RSL Sub Branch Welfare Patriotic Fund W368,VIC,3000,Small,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
79828630169,The Abbeyfield Society (North West Melbourne) Incorporated,VIC,3051,Small,Y,Y,,,,,,,,,,,Y,,,,Y,,,,Y,,Y,,,,Y,,,,Y,,Y,,,,Y,,,
79831395897,Sorrento Infant Welfare & Pre School Association,VIC,3943,Medium,Y,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,
79832914907,Baxter Pre School Inc,VIC,3911,Medium,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
79836849617,The Trustee For Emergency Services Personnel Support Fund,VIC,3000,Small,Y,,,,,,,,,,,,Y,,,Y,Y,,,,,Y,Y,,,,Y,,,Y,,,,,,,Y,,Y,Y
79847262902,Adult and Community Education Victoria Incorporated,VIC,3156,Small,Y,,,,Y,,Y,,,,,,,,Y,Y,,,,,Y,,Y,Y,Y,,Y,Y,,,Y,,Y,,Y,Y,,Y,Y,Y
79849315280,Alfred Intensive Care Foundation,VIC,3181,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79852318830,Dr. Tinu Thomas Foundation Trust,VIC,3178,Small,Y,,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,Y
79857013590,H V Mckay Rural Discovery Centre Inc,VIC,3558,Small,Y,,,,Y,,,,,,,,,,Y,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,Y,,,,,Y
79866748591,Anglican Diocese Of Melbourne,VIC,3000,Large,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79868780589,Ballarat Neighbourhood Centre Inc,VIC,3356,Large,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,Y,,Y,,,,,,,,Y,,,,
79881252629,Handelsman Charitable Foundation,VIC,3204,Small,Y,,,Y,Y,,,,Y,Y,,Y,,,,Y,Y,Y,Y,Y,,Y,,Y,,,,Y,,,Y,Y,Y,,,,Y,,,Y
79887162460,IK NANAK FAKIR,VIC,3021,Small,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
79892132355,Quality Education Nepal Incorporated,VIC,3458,Medium,Y,Y,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
79898939390,Tumaini Miles of Smiles Australia Inc.,VIC,3678,Small,,Y,,,Y,,,,,,,,Y,,,Y,,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,,Y
79902429825,Rosebud Congregation of Jehovah's Witnesses,VIC,3939,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79905533114,The Trustee For St Dunstans Camberwell Hale Parish Endowment Fund,VIC,3000,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79915939027,Faith Baptist Church,VIC,3058,Small,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,Y
79928417482,Blackburn Presbyterian Church,VIC,3130,Small,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,,
79934022952,The Missionary Oblates Of Mary Immaculate,VIC,3124,Medium,Y,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
79947920722,Chabad Australia Support House Inc,VIC,3192,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
79957766202,Bandiana Neighbourhood House Inc,VIC,3691,Small,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
79975251245,Goulburn And North East Arts Alliance Inc,VIC,3676,Small,Y,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,Y,Y,,,,,,,,,,,,,
79981450742,The Spoon Club Inc.,VIC,3068,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80004260244,Victorian Animal Aid Trust,VIC,3770,Large,Y,,Y,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,Y,Y,,,,,,,Y,
80004275709,The Association Of Graduates In Early Childhood Studies,VIC,3053,Small,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
80007268233,Melbourne Business School Limited,VIC,3053,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,Y
80016097427,Oakleigh Holy Trinity Organ Fund,VIC,3000,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80026453051,Our Lady Of The Assumption Catholic Church Cheltenham,VIC,3192,Medium,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80034101599,Wat Dhammarangsee Mahamakut Inc,VIC,3131,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80050207942,Business/Higher Education Round Table Limited,VIC,3065,Medium,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80051399425,St Joseph's Parish School,VIC,3070,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
80053431672,St John's Lutheran Church Murtoa,VIC,3390,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80069275823,Chabad House Of Caulfield Pty Ltd,VIC,3004,Small,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,
80078047577,Grip Youth Services Inc,VIC,3820,Small,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,Y,,Y,,,Y,,,,Y
80084913235,National Institute Of Circus Arts Limited,VIC,3181,Large,Y,,,,Y,,,,,,,,,,,Y,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,Y
80097598742,Australasian Institute of Digital Health Limited,VIC,3205,Large,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80104023958,Jewish Family Centre Limited,VIC,3183,Medium,Y,Y,,,,,,,,Y,,,Y,,,Y,,,,,Y,Y,,Y,,Y,,,,,,,,,,Y,,,,Y
80105676779,SANKALP-EK NISHCHAY INCORPORATED,VIC,3977,,Y,,,Y,,,,,,,,,,,,Y,,Y,,Y,,,Y,,,Y,Y,,,,,,,,,,,,,Y
80114143802,Brophy Family & Youth Servs Inc.,VIC,3280,Large,Y,Y,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,Y,,,,,,,Y,,Y,,,,,,,Y
80117156073,Ie Directions Limited,VIC,3134,Small,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,Y,,Y,,,,,,,Y
80125219687,THE SEED FUND LTD,VIC,3057,,Y,,,Y,,,,,,,,,,,,Y,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,Y
80126015469,Worship Centre Christian Churches Worldwide (Australia) Ltd,VIC,3803,Large,Y,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
80130947581,Intensive Care Foundation,VIC,3124,Medium,Y,,,,,,,,,,,,,,,Y,Y,,,,,Y,Y,,,,Y,,,,,Y,,,,,,,,
80132692839,Uca - Eldorado,VIC,3678,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80136194275,St Laurence's Catholic Church - Leongatha,VIC,3953,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80142108161,St Marys College For Hearing Impaired Students,VIC,3152,Large,Y,Y,,,Y,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y
80143376383,URBAN LIFE CHURCH INC As the operator of a PBI,VIC,3134,Medium,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,Y,,,,
80145257414,Variety - The Children's Charity of Victoria,VIC,3205,Large,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,,,Y,,,,,,,
80151016492,Crc For Mental Health Ltd,VIC,3053,Small,Y,,,,,Y,,,,Y,,,,,,,Y,,,,,,Y,,,Y,Y,,,,,,,,,,,,,
80159734193,Haileybury International,VIC,3173,Small,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
80167682043,Trustees Of The Jesuit Fathers Roman Catholic Communities Lands Act NSW,VIC,3122,Small,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80174943919,Musicult Inc,VIC,3064,Small,Y,,,Y,,,,,,,Y,,,,,Y,Y,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y
80183657381,United Spanish Latin American Welfare Centre Inc,VIC,3012,Medium,Y,Y,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,
80186520364,Holy Family School,VIC,3177,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
80199276217,Koondrook RSL Sub-Branch Patriotic Fund,VIC,3000,Small,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
80201841076,Canterbury Gardens Community Church,VIC,3137,Medium,Y,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y
80204242564,St Joseph's Catholic Church Northcote,VIC,3070,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80208553389,Thomastown West Kindergarten Inc.,VIC,3074,Medium,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
80210713573,Craigieburn Congregation of Jehovah's Witnesses,VIC,3048,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80216469854,Casterton Rsl Sub-Branch,VIC,3000,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
80217601144,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST PARISH OF ST RAPHAEL EAST BENTLEIGH,VIC,3204,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80235195099,Jane Austen Literacy Foundation,VIC,3127,Small,Y,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
80235548530,The Trustee For The Abundant Life Foundation,VIC,3122,Small,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,,,Y,,Y,,,,,Y,,Y
80237668505,Emmanuel Assembly Church Inc.,VIC,3136,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80238063051,Robert O'Hara Burke Memorial Museum Incorporated Trust Fund,VIC,3747,Small,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80238151648,THE ALBERT AND CONSTANCE BIENVENU FOUNDATION,VIC,3126,Small,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
80240886430,Holy Trinity Anglican Church Coburg,VIC,3058,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
80245906437,Mard Consolidated Trust,VIC,3000,Large,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
80248514394,Anglican Parish Of Marysville,VIC,3779,Small,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,Y,Y,,Y,,,,Y,,,,,Y,,,,Y,
80261830152,St James The Apostle Parish Primary School,VIC,3029,Large,Y,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,
80266776384,Sisters Of The Holy Angels,VIC,3215,Small,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
80284121271,St. Theresa's Aged And Retired Services Incorporated,VIC,3150,Small,Y,Y,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,Y,Y,,,,,,,,,,,,
80291559489,The Trustee For Nvri Governors Endowment Fund Trust,VIC,3053,,Y,,,,,Y,,,,,,,,,Y,,Y,Y,,,,,Y,,,Y,Y,,,,,,Y,,,,,,,
80300811461,The Trustee For Araluen Foundation,VIC,3095,Small,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
80307004186,The Trustee for St Leonard's College School Building Fund,VIC,3187,Medium,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
80317898530,Hampton Park Uniting Church,VIC,3976,Small,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80318695267,63 MILLER STREET EPPING TEMPLE CHARITABLE TRUST,VIC,3076,Small,Y,,,,,,,,,,,Y,Y,,,Y,Y,Y,,,,Y,Y,,,Y,Y,,,,,Y,Y,,,Y,,Y,,Y
80324167541,The B Nai B Rith Charitable Trust,VIC,3162,Small,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,Y
80324548900,Oesophageal Atresia Research Association (OARA) Limited,VIC,3810,Small,Y,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,,,Y,,,,,,,,,,,,,,Y
80332424184,Monkami Centre Inc,VIC,3136,Large,Y,Y,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,
80348538001,The Housing For The Aged Action Group Inc,VIC,3000,Large,Y,Y,,,,,,,,,,,Y,,,,Y,,,,Y,,Y,Y,Y,,Y,Y,,,Y,,,,Y,,,Y,,
80348868923,Mount Prospect Presbyterian Church,VIC,3364,Small,Y,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,
80353375261,Association Of Employees With Disability Inc.,VIC,3000,Medium,Y,Y,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
80355779265,Kensington Community Children's Co-Operative,VIC,3031,Large,Y,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,
80371210435,Arvanitis Philanthropy Trust,VIC,3143,Small,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
80375358218,Purrs of Point Cook Inc.,VIC,3030,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80376322156,Yarra Junction Opp Shop Incorporated,VIC,3797,Small,Y,,,,,,,,,Y,,,,,,,Y,Y,,Y,,Y,,Y,,,,,,,,,,,,,,,,
80392811855,THE TRUSTEE FOR THE JOHN & MYRIAM WYLIE FOUNDATION,VIC,3000,Large,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,Y
80399709880,Insight For Living Ministries Inc,VIC,3155,Small,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80409158422,The Naval Heritage Foundation Of Australia Inc,VIC,3002,Small,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80411565844,DANDENONG CRANBOURNE RSL SUB-BRANCH PATRIOTIC FUND,VIC,3000,Medium,Y,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,
80412232307,Who Cares? We Do Inc,VIC,3977,Small,Y,Y,,,,,,,,,,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,,,,Y,,,,,Y,,,,Y
80420326680,THE TRUSTEE FOR LOTI AND VICTOR SMORGON FOUNDATION,VIC,3141,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y
80439656240,The Trustee for ALAN GEORGE BARKER ESTATE ENGLISH SPEAKING UNION TRUST,VIC,3001,Small,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
80454546928,Dandenong Ranges Emergency Relief Service Inc,VIC,3160,Small,Y,Y,,,,,,,,Y,,,Y,,,Y,Y,Y,,,,,,Y,,,,,Y,,Y,,,,,Y,,,,Y
80460105311,The Philanthropic Collective,VIC,3767,Small,Y,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,,Y,,,Y,,Y,,,Y,,,,Y
80463885316,The Trustee For Trinity College Foundation,VIC,3052,Large,Y,,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,,,,Y,,,,,,,,Y,,,,,Y
80473459921,Righteous Pups Australia Inc.,VIC,3551,Medium,Y,Y,,,,,,,,,,,,,,Y,,Y,,Y,,,Y,Y,,,Y,,,,Y,Y,Y,,Y,,,Y,,Y
80478502015,Greenlink Sandbelt Inc. (Registered No. A0025357K),VIC,3169,Small,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80486909302,Albury-Wodonga Christian Broadcasters Inc.,VIC,3690,Small,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
80492679838,Derrimut and Deer Park Community Association Inc.,VIC,3023,Small,Y,,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,Y,,,,Y,,Y,,,,,,,,
